ACO Legal or Name/Doing Business As,ACO Address,ACO Service Area,ACO Website Address,ACO Executive Name,ACO Executive Email,ACO Executive Phone,Public Contact Name,Public Contact Email,Public Contact Phone,Location 1
Primary Care Alliance LLC,"18550 US Highway 441, Suite A, Mount Dora, Florida 32757",FL,,Dr. Sandi Zeljko,szeljkodrz@gmail.com,(215) 796-5021,Dr. Sandi Zeljko,sldinger71@aol.com,(215) 796-5021,"18550 US Highway 441
Mount Dora, Florida 32757
(28.823913109000046, -81.64950045499995)"
Primary Comprehensive Care ACO LLC,"4941 N. Kedzie Avenue, Chicago, Illinois 60625","IL, NC",http://pccaco.com,Dr. Naser Rustom,docrustom@yahoo.com,(773) 919-9097,Caitlin O'Connor,coconnor@chicagohealthsystem.com,(708) 783-7100 ext.7613,"4941 N Kedzie Avenue
Chicago, Illinois 60625
(41.97153158300006, -87.70852318199996)"
"Primary PartnerCare Associates IPA, Inc.","1979 Marcus Ave, Suite 210, Lake Success, New York 11042",NY,http://www.primarypartnercare.com,Marion Davis,mdavis@primarypartnercare.com,(516) 233-2483 ext. 5,Marion Davis,mdavis@primarypartnercare.com,(516) 233-2483 ext. 5,"1979 Marcus Ave
Lake Success, New York 11042
(40.75729094500008, -73.69213722699999)"
Primary Partners,"3170 Citrus Tower Blvd, Suite A, Clermont, Florida 34711",FL,http://primarypartners.org,Sheila Fuse,sheila.fuse@primarypartners.org,(352) 394-5219 ext.101,Sheila Fuse,sheila.fuse@primarypartners.org,(352) 394-5219,"3170 Citrus Tower Blvd
Clermont, Florida 34711
(28.519995359000063, -81.72727523699996)"
"Primary Partners, LLC","3170 Citrus Tower Blvd, Suite A, Clemont, Florida 34711",FL,http://primarypartners.org,Sheila Fusé,sheila.fuse@primarypartners.org,(352) 394-5219 ext. 101,Sheila Fuse,sheila.fuse@primarypartners.org,(352) 394-5219 ext.101,"3170 Citrus Tower Blvd
Clemont, Florida 34711
(28.519995359000063, -81.72727523699996)"
PrimeCare Select,"900 E Broadway Ave, Bismarck, North Dakota 58501","ND, SD",,Dewey Schlittenhard,dschlitten@primecare.org,(701) 530-7620,Dewey Schlittenhard,dschlitten@primecare.org,(701) 530-7620,"900 E Broadway Ave
Bismarck, North Dakota 58501
(46.80642259600006, -100.77841564099998)"
"Privia Quality Network, LLC","950 N Glebe Rd, Suite 4000, Arlington, Virginia 22203","DC, MD",https://www.priviahealth.com/privia-quality-network/medicare-shared-savings-program.html,Jeff Butler,jbutler@priviahealth.com,(571) 366-8826,Graham Galka,ggalka@priviahealth.com,(571) 295-7514,"950 N Glebe Rd
Arlington, Virginia 22203
(38.88158995200007, -77.11582230399995)"
"ProHEALTH Accountable Care Medical Group, PLLC","2800 Marcus Avenue, Lake Success, New York 11042",NY,,David Cooper,dcooper@prohealthcare.com,(516) 622-6008,Carole Romano,prohealthaco@prohealthcare.com,(516) 304-3947,"2800 Marcus Avenue
Lake Success, New York 11042
(40.76010314200005, -73.69542468499998)"
"ProHealth Physicians ACO, LLC ","Three Farm Glen, Farmington, Connecticut 06032-1981",CT,http://www.prohealthmd.com/aco,JACK REED,jreed@prohealthmd.com,(860) 284-5211,Bethany Kieley,bkieley@prohealthmd.com,(860) 284-5352,"Three Farm Glen
Farmington, Connecticut 06032-1981
(41.733555557000045, -72.87621013499995)"
"ProHealth Solutions, LLC","2000 Pewaukee Road, Suite C, Waukesha, Wisconsin 53188",WI,http://prohealthsolutions.net/,Peter Bacon,Peter.bacon@phci.org,(262) 696-0475,Peter Bacon,peter.bacon@phci.org,(262) 696-4075,"2000 Pewaukee Road
Waukesha, Wisconsin 53188
(43.02832223200005, -88.22597529199999)"
"ProMedica Physician Group, Inc.","1801 Richards Road, Toledo, Ohio 43607","MI, OH",http://www.promedica.org/aco,Dee Bialecki-Haase,Dee.Bialecki-HaaseMD@ProMedica.org,(419) 824-7446,Dr. Dee Bialecki-Haase,Dee.Bialecki-HaaseMD@ProMedica.org,(419) 824-7446,"1801 Richards Road
Toledo, Ohio 43607
(41.65770968000004, -83.64114784799995)"
Quality Health Alliance-ACO LLC,"1201 Langhorne Newtown Road, Langhorne, Pennsylvania 19047-1295","NJ, PA",http://www.qualityhealthallianceaco.org,"Benjamin Chack, DO",bchack@stmaryhealthcare.org,(267) 689-1000,Augusto Adrid,dirda65@aol.com,(215) 860-0924,"1201 Langhorne Newtown Road
Langhorne, Pennsylvania 19047-1295
(40.20166537600005, -74.92955625899998)"
"Quality Independent Physicians, LLC","2301 River Rd, Ste 302, Louisville, Kentucky 40206","IN, KY",,Barbara A. Newton,bnewton@phdelivery.com,(502) 814-3140,Barbara Newton,bnewton@phdelivery.com,(502) 814-3140,"2301 River Rd
Louisville, Kentucky 40206
(38.27179648600003, -85.70852588099996)"
"Qualuable Medical Professionals, LLC","2323 N John B Dennis Hwy, Kingsport, Tennessee 37660","TN, VA",http://www.qualuable.com,Scott Fowler,scott.fowler@qualuable.com,(423) 857-2091,Danielle Krueger,Danielle.Krueger@qualuable.com,(423) 578-1514,"2323 N John B Dennis Hwy
Kingsport, Tennessee 37660
(36.552917129000036, -82.50959240899994)"
"Redwood Community Care Organization, LLC","1310 Redwood Way, Suite 135, Petaluma, California 94999",CA,http://www.rchc.net/redwood-community-care-organization-aco/,Naomi Fuchs,nfuchs@rchc.net,(707) 792-7900,Renee Vis,rvis@rchc.net,(707) 285-2994,"1310 Redwood Way
Petaluma, California 94999
(38.27553797100006, -122.66592846199995)"
Reid ACO,"200 Coyote St #1330, Nevada City, California 95959","IN, OH",http://www.ruralaco.com,Craig Kinyon,craig.kinyon@reidhospital.org,(765) 983-3122,Georgia Green,ggreen@ruralaco.com,(916) 500-4777,"200 Coyote St
Nevada City, California 95959
(39.26325103900007, -121.01694363999997)"
Reliance ACO LLC,"23900 Orchard Lake Road, Farmington Hills, Michigan 48336",MI,http://www.relianceaco.org,Nazmul Haque,nhaque@aol.com,(248) 722-1679,Dr. Nazmul Haque,nhaque@aol.com,(248) 722-1679,"23900 Orchard Lake Road
Farmington Hills, Michigan 48336
(42.46801179200003, -83.35706341999997)"
Reliance Health Network,"14499 N. Dale Mabry Hwy, Suite 149S, Tampa, Florida 33618",FL,http://www.Reliancehms.com,Emile Commedore,dr.commedore@reliancehms.com,(813) 968-3344,Dr. Emile Commedore,dr.commedore@reliancehms.com,(813) 968-3344 ext. 106,"14499 N Dale Mabry Hwy
Tampa, Florida 33618
(28.077085749000048, -82.50672529799994)"
"RGV ACO Health Providers, LLC","303 North D Salinas Blvd., Donna, Texas 78537",TX,http://www.rgvaco.com,Jose F. Pena,penajf@aol.com,(956) 793-8779,Yolanda Salinas,ysalinas.rgvaco@gmail.com,(956) 454-3193,"303 North D Salinas Blvd
Donna, Texas 78537
(26.16634620700006, -98.04360139699997)"
"RHS Regional Health Network, LLC","2400 North Rockton Avenue, Rockford, Illinois 61103",IL,http://www.rockfordhealthsystem.org/aco,Denise Schrader,dschrader@rhsnet.org,(815) 971-5000 ext.3744,Kristina DeCoster,kdecoster@rhsnet.org,(815) 971-5000 ext.6266,"2400 North Rockton Avenue
Rockford, Illinois 61103
(42.29846233200004, -89.09680756999995)"
"Richmond Quality, LLC","Richmond Universtiy Medical Center, 355 Bard Avenue, Staten Island, New York 10310",NY,,Daniel Messina,dmessina@rumcsi.org,(718) 818-2413,Daniel Messina,dmessina@rumcsi.org,(718) 818-2400,"355 Bard Avenue
Staten Island, New York 10310
(40.63564760500003, -74.10669158399998)"
"Rio Grande Valley Health Alliance, LLC","2101 S. M Street, Ste. B, McAllen, Texas 78503",TX,http://www.rgvha.org/,Dr. Luis Delgado,ldelgadomd@aol.com,(956) 631-3831,Kenneth Oates,koates@rgvha.org,(956) 627-4602,"2101 S M Street
McAllen, Texas 78503
(26.183875568000076, -98.20812788299997)"
"River Health ACO,LLC","409 South Second Street, PO Box 8700, Harrisburg, Pennsylvania 17105-8700",PA,http://www.RiverHealthACO.org,Dr. George Beauregard,gbeauregard@pinnaclehealth.org,(717) 782-5228,Jeanne Obrien,jeobrien@pinnaclehealth.org,(717) 761-0208,"409 South Second Street
Harrisburg, Pennsylvania 17105-8700
(40.256423330000075, -76.87565201299998)"
Rochester General Health System ACO,"100 Kings Highway South, Suite 2500, Rochester, New York 14617",NY,http://www.gripa.org/RochesterGeneralHealthSystemACO.asp,Dr. Joseph Vasile,joseph.vasile@rochestergeneral.org,(585) 922-1511,Barbara McManus,barbara.mcmanus@rochestergeneral.org,(585) 922-4763,"100 Kings Highway South
Rochester, New York 14617
(43.201279000000056, -77.57710260799996)"
"R TotalHealth, LLC","1155 Mill Street, Z7, Reno, Nevada 89502","CA, NV",http://www.renown.org,Kirk Gillis,kgillis@renown.org,(775) 982-6056,Stacy Kendall,skendall@renown.org,(775) 982-4651,"1155 Mill Street
Reno, Nevada 89502
(39.52420715000005, -119.79541890599995)"
RWJ Partners LLC,"1 Robert Wood Johnson Place, New Brunswick, New Jersey 08903",NJ,,Dr. Alfred Tallia,tallia@rwjms.rutgers.edu,(732) 235-6029,Dr. Alfred Tallia,tallia@rwjms.rutgers.edu,(732) 235-6029,"1 Robert Wood Johnson Place
New Brunswick, New Jersey 08903
(40.49573818600004, -74.45062853199994)"
Saint Francis HealthCare Partners ACO Inc.,"95 Woodland Street, 4th Floor, Hartford, Connecticut 06105",CT,http://sfhcpaco.org/,Jess Kupec,jkupec@stfranciscare.org,(860) 714-5625,Craig Reed,CReed@stfranciscare.org,(860) 714-7426,"95 Woodland Street
Hartford, Connecticut 06105
(41.77336446100003, -72.70026225699996)"
Saint Vincent Accountable Health Network,"2475 Village Lane, Suite 302, Billings, Montana 59102","MT, WY",http://RMAHN.org,Carol Beam,cbeam@rmhn.org,(406) 238-6071,Carol Beam,cbeam@rmhn.org,(406) 238-6071,"2475 Village Lane
Billings, Montana 59102
(45.79434979800004, -108.55555162199994)"
Scottsdale Health Partners,"8901 E. Mountain View Road, Suite 130, Scottsdale, Arizona 85258",AZ,http://shpcare.org/ACO/,Dr. Jim Whitfill,jwhitfill@scottsdalehealthpartners.com,(480) 696-4020,Mallory Cary,mcary@scottsdalehealthpartners.com,(480) 696-4020 ext.4233,"8901 E Mountain View Road
Scottsdale, Arizona 85258
(33.57524346800005, -111.88731457099999)"
SEMAC,"18800 Hubbard Drive, Suite 200, Dearborn, Michigan 48126",MI,,Anthony Vespa,avespa@comcast.net,(313) 240-9867 ext. 36,Anthony Vespa,avespa@comcast.net,(877) 870-4732,"18800 Hubbard Drive
Dearborn, Michigan 48126
(42.32169735100007, -83.22133153599998)"
SERPA-ACO,"995 E. Hwy 33, Suite 2, Crete, Nebraska 68333",NE,http://serpa-aco.org,Joleen TenHulzen Huneke,jthserpa@rccn.info,(402) 826-3737 ext.17,Dr. Bob Rauner,brauner@healthylincoln.org,(402) 826-3737 ext. 17,"995 E Hwy 33
Crete, Nebraska 68333
(40.63399705000006, -96.94974632899994)"
"Seton Accountable Care Organization, Inc.","1345 Philomena Street, Suite 402, Austin, Texas 78723",TX,http://www.setonaco.org/,Jeffrey Cook,jscook@seton.org,(512) 324-1391,Adrienne Lallo,aslallo@seton.org,(512) 324-5824,"1345 Philomena Street
Austin, Texas 78723
(30.30229643900003, -97.70810658499994)"
Signature Partners,"8110 Gatehouse Road, Ste 200E, Falls Church, Virginia 22042","VA, WV",,Russell Mohawk,Russell.Mohawk@inova.org,(703) 914-2901,Darlene Almanza,Darlene.Almanza@inova.org,(703) 914-2905,"8110 Gatehouse Road
Falls Church, Virginia 22042
(38.86885723800003, -77.22468988999998)"
Silver State ACO LLC,"801 South Rancho Drive, Suite C-1, Las Vegas, Nevada 89106",NV,http://www.SilverStateACO.com,Edward Duke,EdwardMDuke@aol.com,(702) 493-0606,Edward Duke,EdwardMDuke@aol.com,(702) 493-0606,"801 South Rancho Drive
Las Vegas, Nevada 89106
(36.16219910700005, -115.17261521299997)"
"SLPA ACO, LLC","10733 Sunset Office Drive, Suite 220, St. Louis, Missouri 63127","IL, MO",http://www.stlouisphysicianalliance.com/slpaaco,Patrick Leahy,pleahy@uspi.com,(314) 800-2048,Patrick Leahy,,(314) 800-2048,"10733 Sunset Office Drive
St Louis, Missouri 63127
(38.557402377000074, -90.40799107399994)"
South Bend Clinic Accountable Care,"211 North Eddy St., South Bend, Indiana 46617","IN, MI",http://www.MichianaACO.com,Paul Meyer,pmeyer@southbendclinic.com,(574) 237-9201,Julie Lockard,jlockard@southbendclinic.com,(574) 239-1525,"211 North Eddy St
South Bend, Indiana 46617
(41.67881052000007, -86.23522717599997)"
"Southcoast Accountable Care Organization, LLC","101 Page Street, New Bedford, Massachusetts 02740","MA, RI",http://www.southcoast.org,Keith Hovan,hovank@southcoast.org,(508) 973-7013,Joyce Brennan,brennanj@southcoast.org,(508) 973-5270,"101 Page Street
New Bedford, Massachusetts 02740
(41.62677232100003, -70.93703601399994)"
Southern Kentucky Health Care Alliance,"121 College Street, Smiths Grove, Kentucky 42171",KY,http://skhcaaco.com,Dr. Pravin Avula,docalcures@gmail.com,(270) 563-3000,Gary Albers,garyalbers@imperiumhlth.com,(502) 386-4944,"121 College Street
Smiths Grove, Kentucky 42171
(37.05209714000006, -86.20678598499995)"
Southern Maryland Collaborative Care LLC,"24035 Three Notch Road, Hollywood, Maryland 20636","DC, MD",http://www.southernmdcc.com/,Jim Korry,jkorry@universalamerican.com,(713) 770-1121,Jim Korry,jkorry@universalamerican.com,(713) 770-1121,"24035 Three Notch Road
Hollywood, Maryland 20636
(38.32938885100003, -76.55389248799997)"
"Springfield Clinic ACO, LLC","1025 South Sixth Street, Springfield, Illinois 62703",IL,,Randall Bryant,rbryant@springfieldclinic.com,(217) 528-7541,Dr. Bill Putman,WPutman@SpringfieldClinic.com,(217) 528-7541,"1025 South Sixth Street
Springfield, Illinois 62703
(39.79098406000003, -89.64818589799995)"
"SSM ACO, LLC","1173 Corporate Lake Drive, St. Louis, Missouri 63132","IL, MO",http://ssmhealth.com,Peter Brawer,peter_brawer@ssmhc.com,(314) 989-2165,Peter Brawer,peter_brawer@ssmhc.com,(314) 989-2165,"1173 Corporate Lake Drive
St Louis, Missouri 63132
(38.68055364800006, -90.40038140499996)"
"SSMOK ACO, LLC","1111 N. Dewey Avenue, PO Box 60389, Oklahoma City, Oklahoma 73146-0389",OK,,Stephen Powell,Steve_Powell@ssmhc.com,(405) 272-7143,Sandra Payne,sandra_payne@ssmhc.com,(405) 272-6379,"1111 N Dewey Avenue
Oklahoma City, Oklahoma 73146-0389
(35.47898260000005, -97.52268980999997)"
St. Francis Accountable Health Network,"1700 SW 7th Street, Topeka, Kansas 66606",KS,,Paula Ellis,paula.ellis@sclhs.net,(785) 295-8384,Ben Bauman,ben.bauman@sclhs.net,(785) 295-8932,"1700 SW 7th Street
Topeka, Kansas 66606
(39.05599356600004, -95.69617183499997)"
St Joseph Health Partners ACO,"2801 Franciscan Dr, Bryan, Texas 77802",TX,http://www.st-joseph.org/st-joseph-regional-health-partners-aco,Daniel Dawson,drdawson@st-joseph.org,(979) 776-2999,David Overton,doverton@st-joseph.org,(979) 774-2195,"2801 Franciscan Dr
Bryan, Texas 77802
(30.655558389000078, -96.34736316199997)"
"St. Luke's Clinic Coordinated Care, Ltd.","190 E. Bannock St, Boise, Idaho 83712","ID, OR",http://slcoordinatedcare.org,Dr. Geoffrey Swanson,swansong@slhs.org,(208) 493-0487,Beth Toal,toalb@slhs.org,(208) 381-2002,"190 E Bannock St
Boise, Idaho 83712
(43.612415456000065, -116.19256552799999)"
St. Thomas Medical Group PLLC,"4230 Harding Road, Suite 400, Nashville, Tennessee 37205",TN,http://www.stmgacoreporting.webs.com,Bill Grayson,bgrayson@sth.org,(615) 250-4142,Bill Grayson,bgrayson@sth.org,(615) 250-4142,"4230 Harding Road
Nashville, Tennessee 37205
(36.12825992900008, -86.84261269999996)"
St Vincents Accountable Care Organization LLC,"2 Shircliff Way, Suite 600, Jacksonville, Florida 32204",FL,http://www.jaxhealth.com/services/st-vincents-health-partners/,Kyle Sanders,kyle.sanders@jaxhealth.com,(904) 296-3704,Kelly Brockmeier,kelly.brockmeier@jaxhealth.com,(904) 308-7962,"2 Shircliff Way
Jacksonville, Florida 32204
(30.307909204000055, -81.68903063499994)"
Suburban Health ACO,"200 Coyote St. #1330, Nevada City, California 95959",IN,http://www.ruralaco.com,Davis Lippincott,davel@suburbanhealth.com,(916) 500-4777,Georgia Green,ggreen@ruralaco.com,(916) 500-4777,"200 Coyote St
Nevada City, California 95959
(39.26325103900007, -121.01694363999997)"
Summit Health Solutions,"1225 East Weisgarber Road, Suite 150, Knoxville, Tennessee 37909",TN,http://www.summithealthcare.com/shs,Kim Kauffman,kkauffman@summithealthcare.com,(865) 584-4747 ext. 7316,Kim Kauffman,kkauffman@summithealthcare.com,(865) 584-4747 ext. 7316,"1225 East Weisgarber Road
Knoxville, Tennessee 37909
(35.94738266500008, -84.01326486799996)"
Sunshine ACO LLC,"425 Los Ebanos Blvd. Suite103, Brownsville, Texas 78520",TX,http://www.sunshine-aco.com,Dr. Yasmin Maldonado,yascarlett@hotmail.com,(956) 459-7994,Dr. Yasmin Maldonado,yascarlett@hotmail.com,(956) 459-7994,"425 Los Ebanos Blvd
Brownsville, Texas 78520
(25.932857624000064, -97.51301835999999)"
SW Provider Partners LLC,"5625 Eiger Road, Suite 200, Austin, Texas 78735",TX,http://www.swproviderpartners.com,Rich Steinle,rsteinle@pfpdocs.com,(512) 572-0522,Dave McCormick,dmccormick@innovista-health.com,(512) 572-0522,"5625 Eiger Road
Austin, Texas 78735
(30.25409272400003, -97.86540606199998)"
"Texoma ACO, LLC","P.O. Box 8286, Wichita Falls, Texas 76307",TX,http://www.texomaaco.com,Gary Gaspard,Gary.Gaspard@texomaaco.com,(940) 766-8691,Stacey Wood,stacey.wood@texomaaco.com,(940) 397-5106,"8286 Wichita Falls
Texas 76307
(33.90924170100004, -98.49149962999996)"
"The Accountable Care Organization, Ltd.","30000 Northwestern Highway, Farmington Hills, Michigan 48334",MI,http://acoltd.org/,Dr. Jeffrey Margolis,jmargolis@mhpdoctor.com,(248) 851-1419,Lindsey Gold,lgold@mhppc.com,(248) 851-1419,"30000 Northwestern Highway
Farmington Hills, Michigan 48334
(42.50790494000006, -83.32079650199995)"
"The Health Network of Western Kentucky, LLC","1201 Pleasant Valley Road, Owensboro, Kentucky 42303","IN, KY",https://www.OwensboroHealth.org/ACO,Greg Strahan,greg.strahan@owensborohealth.org,(270) 417-4811,Barbara Taylor,barbara.taylor@owensborohealth.org,(270) 685-7191,"1201 Pleasant Valley Road
Owensboro, Kentucky 42303
(37.77757114600007, -87.07015942299995)"
The Polyclinic,"1145 Broadway, Seattle, Washington 98122",WA,,Denis McDonald,denis.mcdonald@polyclinic.com,(206) 860-5495,Phil Lillich,phil.lillich@polyclinic.com,(206) 860-5405,"1145 Broadway
Seattle, Washington 98122
(47.61198496800006, -122.320836714)"
The Premier HealthCare Network LLC,"Post Office Box 54157, Atlanta, Georgia 30308",GA,http://www.premierhealthcareaco.com,Laverne Poindexter,laverne.poindexter@pmratl.com,(770) 270-5229 ext. 223,Laverne Poindexter,laverne.poindexter@pmratl.com,(770) 270-5229 ext. 223,"54157 Atlanta
Georgia 30308
(33.77251306800002, -84.37858719999997)"
"THP-Meritus ACO, LLC","10715 Downsville Pike, Suite 103, Hagerstown, Maryland 21740","MD, PA, WV",http://www.meritushealth.com/aco,Carol Thomas,Carol.L.Thomas@meritushealth.com,(240) 313-9942,Carol Thomas,Carol.L.Thomas@meritushealth.com,(240) 313-9942,"10715 Downsville Pike
Hagerstown, Maryland 21740
(39.609973790000026, -77.74965104799998)"
"Tidewater Accountable Care Organization, LLC ","860 Omni Blvd., Suite 401, Newport News, Virginia 23606",VA,http://www.mytpmg.com,"Jennifer Sharp-Warthan, MD",Jennifer.Sharp-Warthan@tpmgpc.com,(757) 232-8764,Sibyl Wilson,sibby.wilson@tpmgpc.com,(757) 232-8764,"860 Omni Blvd
Newport News, Virginia 23606
(37.08782478400008, -76.46700006799995)"
"Torrance Memorial Integrated Physicians, LLC","3330 Lomita Blvd., Torrance, California 90505",CA,,Dr. John McNamara,john.mcnamara@tmmc.com,(310) 257-5735,Yumi Lee,yumiko.lee@tmmc.com,(310) 517-4718,"3330 Lomita Blvd
Torrance, California 90505
(33.81282438900007, -118.34425016799997)"
TP-ACO L.L.C.,"8550 United Plaza Blvd. Ste 702, Baton Rouge, Louisiana 70809","LA, MS, TN",http://www.tp-aco.com,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757,"8550 United Plaza Blvd
Baton Rouge, Louisiana 70809
(30.41099118300008, -91.09584224699995)"
Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",NC,http://www.triadhealthcarenetwork.com/,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Robin Burchel,robin.burchel@conehealth.com,(336) 832-6245,"1200 N Elm Street
Greensboro, SOUTH CAROLINA 27401
(36.08980050100007, -79.78888869699995)"
Trinity Health Michigan d/b/a St. Mary Mercy Hospital,"36475 5 Mile Road, Livonia, Michigan 48154","GA, MI",,Michael Mikulski,mikulskm@trinity-health.org,(734) 655-2964,Michael Mikulski,mikulskm@trinity-health.org,(734) 655-2964,"36475 5 Mile Road
Livonia, Michigan 48154
(42.39660143100008, -83.40315008299996)"
UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",CA,http://www.uclahealth.org/body.cfm?id=2446,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Bonnie Shok,bshok@mednet.ucla.edu,(310) 824-8439,"12 26 CHS Office of the FPG
Los Angeles, California 90095
(34.05773226400004, -118.44782746599998)"
"UMASS Memorial Accountable Care Organization, INC.","One Biotech Park, 365 Plantation Street, 3rd Floor, Worcester, Massachusetts 01605",MA,,Dr. David Fairchild,david.fairchild@umassmemorial.org,(508) 334-0302,Anthony Berry,anthony.berry@umassmemorial.org,(508) 793-5394,"365 Plantation Street
Worcester, Massachusetts 01605
(42.27620947500003, -71.76593829499996)"
UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","IL, IA, WI",http://www.unitypoint.org/ACO,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600,"1776 West Lakes Parkway
West Des Moines, Iowa 50266
(41.59931574900003, -93.78638686899995)"
University Hospitals Coordinated Care Organization ,"3605 Warrensville Center Road, M/S MSC9214, Shaker Heights, Ohio 44122",OH,http://www.uhhospitals.org/about/accountable-care-organization/medicare-aco,Dr. William Steiner,william.steiner@uhhospitals.org,(216) 844-3323,Nathan Hunt,nate.hunt@uhhospitals.org,(216) 767-8727,"3605 Warrensville Center Road
Shaker Heights, Ohio 44122
(41.46187042200006, -81.53611361999998)"
UPSA ACO LLC,"8207 Callaghan Rd, Ste 320, San Antonio, Texas 78230",TX,http://www.upsaaco.com,Dr. Lloyd Van Winkle,drvanwinkl@aol.com,(210) 340-7941,Richard Turner,Richard@clay-consulting.com,(210) 340-7941,"8207 Callaghan Rd
San Antonio, Texas 78230
(29.51425090600003, -98.54949124299998)"
USMD Physician Services,"2801 Gateway, Suite 100, Irving, Texas 75063",TX,http://www.mcnt.com,Dr. Richard Johnston,Richard.Johnston@usmd.com,(214) 493-4000,Bren Ori,Bren.Ori@usmd.com,(214) 493-4000,"2801 Gateway
Irving, Texas 75063
(32.89391766700004, -96.98610638799994)"
"USMM Accountable Care Partners, LLC","500 Kirts Blvd, Troy, Michigan 48084","FL, MI, MO, OH, TX, VA, WI",http://aco.usmmllc.com/,David Berman,dberman@usmmllc.com,(248) 824-6399,Robert Sowislo,rsowislo@usmmllc.com,(248) 824-6011,"500 Kirts Blvd
Troy, Michigan 48084
(42.55644711600007, -83.15353127399999)"
UT Southwestern Accountable Care Network,"5323 Harry Hines Blvd, Dallas, Texas 75390",TX,http://www.utswmedicine.org/health-pros/aco.html,Danny Irland,danny.irland@utsouthwestern.edu,(214) 645-0302,Danny Irland,danny.irland@utsouthwestern.edu,(214) 645-0302,"5323 Harry Hines Blvd
Dallas, Texas 75390
(32.81289200900005, -96.83883914799998)"
"UW Health ACO, Inc.","600 Highland Avenue, Madison, Wisconsin 53792",WI,http://uwhealth.org/aboutaco,Dr. Jonathan Jaffery,uwhealthaco@uwhealth.org,(608) 821-4998,Dr. Jonathan Jaffery,uwhealthaco@uwhealth.org,(608) 821-4998,"600 Highland Avenue
Madison, Wisconsin 53792
(43.07604316800007, -89.42907084099994)"
"Via Christi Health Alliance in Accountable Care, Inc.","8200 E Thorn Dr, Wichita, Kansas 67226",KS,http://www.healthieryou.org/,Monique Larrieu,Monique.Larrieu@viachristi.org,(316) 858-4970,Dr. Edward Hett,Ed.Hett@viachristi.org,(316) 858-4970,"8200 E Thorn Dr
Wichita, Kansas 67226
(37.75365700400005, -97.24190949399997)"
"Virginia Collaborative Care, LLC.","7 St. Paul Street, Baltimore, Maryland 21202",VA,http://www.vaaco.net/,Jim Korry,jkorry@universalamerican.com,(713) 770-1121,Jim Korry,jkorry@universalamerican.com,(713) 770-1121,"7 St Paul Street
Baltimore, Maryland 21202
(39.28963598800004, -76.61379616299996)"
VirtuaCare,"50 Lake Center Drive - # 400, 401 Route 73 North, Marlton, New Jersey 08053",NJ,http://www.virtua.org/about/aco/default.aspx,Dr. Stephen Kolesk,sjkolesk@virtua.org,(609) 914-6202,Dr. Stephen Kolesk,sjkolesk@virtua.org,(609) 914-6202,"50 Lake Center Drive - # 400
Marlton, New Jersey 08053
(39.88505811500005, -74.90610588499999)"
"WakeMed Key Community Care, LLC","3000 New Bern Avenue, Raleigh, North Carolina 27610",NC,http://wakemedkeycc.org,Dr. John Rubino,jrubino@raleighmedicalgroup.com,(919) 740-3872,Debra Laughery,DLaughery@wakemed.org,(919) 350-8612,"3000 New Bern Avenue
Raleigh, SOUTH CAROLINA 27610
(35.78484870600005, -78.59042038799998)"
WCHN ACO ,"24 Hospital Avenue, Danbury, Connecticut 06810","CT, NY",http://www.westernconnecticuthealthnetwork.org/WCHN-PHO-Home/ACO,Robert Langley,robert.langley@wchn.org,(203) 739-7750,Andrea Rynn,andrea.rynn@wchn.org,(203) 739-7919,"24 Hospital Avenue
Danbury, Connecticut 06810
(41.40366262900005, -73.44757086399994)"
WellSpan Population Health Services,"3421 Concord Road, York, Pennsylvania 17402","MD, PA",,Dr. Charles Chodroff,cchodroff@wellspan.org,(717) 851-5585,Brett Marcy,bmarcy@wellspan.org,(717) 851-5422,"3421 Concord Road
York, Pennsylvania 17402
(39.98787930200007, -76.66335466199996)"
"WellStar Health Network, LLC","793 Sawyer Road, Marietta, Georgia 30062",GA,http://www.wellstar.org/aco,Jim Budzinski,Jim.Budzinski@Wellstar.org,(470) 644-0011,Dee Williams,dee.williams@wellstar.org,(470) 644-0123,"793 Sawyer Road
Marietta, Georgia 30062
(33.98479915000007, -84.52813991299996)"
Well Virginia,"500 Ray C. Hunt Drive, Charlottesville, Virginia 22903",VA,http://www.wellvirginiaaco.com,Dr. Daniel McCarter,dmccarter@virginia.edu,(434) 243-9314,Eric Swensen,ews3j@virginia.edu,(434) 924-5770,"500 Ray C Hunt Drive
Charlottesville, Virginia 22903
(38.02413672300003, -78.52604816399997)"
"Western Maryland Physician Network, LLC","12500 Willowbrook Road, Cumberland, Maryland 21502","MD, PA, WV",,Michele Martz,mmartz@wmhs.com,(240) 964-7376,Kathy Rogers,krogers@wmhs.com,(240) 964-8022,"12500 Willowbrook Road
Cumberland, Maryland 21502
(39.647136990000035, -78.73160315299998)"
